Round,Accuracy,Loss,Uncomplete Ratio,Epoch Mean
1,0.20000000298023224,8.645471572875977,56.0,5.0
2,0.3700000047683716,3.826477289199829,60.0,5.0
3,0.38999998569488525,2.2771964073181152,56.0,4.8
4,0.2800000011920929,2.384485960006714,56.0,4.608
5,0.3100000023841858,1.98978853225708,56.0,4.424
6,0.4399999976158142,1.6855556964874268,48.0,4.288
7,0.6700000166893005,0.9565197825431824,56.0,4.144
8,0.6000000238418579,1.253840684890747,44.0,3.992
9,0.6200000047683716,1.32246994972229,44.0,3.816
10,0.6100000143051147,1.1362605094909668,32.0,3.664
11,0.7400000095367432,0.7848969101905823,32.0,3.568
12,0.6899999976158142,0.9835403561592102,44.0,3.464
13,0.7400000095367432,0.8629467487335205,28.0,3.354
14,0.5299999713897705,1.6557793617248535,12.0,3.248
15,0.6800000071525574,1.1157846450805664,44.0,3.128
16,0.699999988079071,1.07198166847229,28.0,3.032
17,0.6700000166893005,0.9669216275215149,24.0,2.96
18,0.6200000047683716,1.286287784576416,20.0,2.896
19,0.6299999952316284,1.0490723848342896,36.0,2.824
20,0.75,0.6370514631271362,20.0,2.74
21,0.7099999785423279,0.8840144276618958,28.0,2.672
22,0.699999988079071,0.7911129593849182,28.0,2.576
23,0.7300000190734863,0.9327813982963562,24.0,2.48
24,0.7400000095367432,0.6700284481048584,28.0,2.424
25,0.7300000190734863,0.9525393843650818,20.0,2.344
26,0.699999988079071,0.7373592853546143,16.0,2.288
27,0.7400000095367432,0.7027406096458435,24.0,2.216
28,0.7300000190734863,0.6778375506401062,16.0,2.152
29,0.7099999785423279,0.8324089646339417,20.0,2.096
30,0.699999988079071,0.8552701473236084,0.0,2.178
31,0.75,0.636192798614502,12.0,2.124
32,0.7300000190734863,0.6866130828857422,12.0,2.068
33,0.7699999809265137,0.5865863561630249,16.0,2.024
34,0.6899999976158142,0.7746860384941101,8.0,1.974
35,0.7799999713897705,0.7639927864074707,24.0,1.912
36,0.7400000095367432,0.6870112419128418,16.0,1.854
37,0.7699999809265137,0.5982086062431335,20.0,1.814
38,0.7699999809265137,0.6953306794166565,16.0,1.758
39,0.75,0.8071187734603882,20.0,1.706
40,0.7300000190734863,0.7214136719703674,8.0,1.666
41,0.7900000214576721,0.6316329836845398,8.0,1.634
42,0.7400000095367432,0.683251142501831,4.0,1.618
43,0.8199999928474426,0.49186989665031433,4.0,1.608
44,0.699999988079071,0.9463937282562256,16.0,1.56
45,0.7099999785423279,0.8263062238693237,20.0,1.52
46,0.8100000023841858,0.6106250882148743,12.0,1.488
47,0.7400000095367432,0.8081883192062378,4.0,1.476
48,0.7900000214576721,0.6494142413139343,12.0,1.46
49,0.6600000262260437,0.8934140801429749,0.0,1.568
50,0.7900000214576721,0.6255947351455688,4.0,1.56
51,0.7099999785423279,0.7322801947593689,4.0,1.532
52,0.7400000095367432,0.6859278678894043,8.0,1.504
53,0.7599999904632568,0.6363052725791931,4.0,1.486
54,0.7699999809265137,0.6333937644958496,16.0,1.454
55,0.75,0.6419230103492737,12.0,1.446
56,0.699999988079071,0.7750706672668457,4.0,1.43
57,0.6600000262260437,0.9876376390457153,4.0,1.422
58,0.6499999761581421,1.0864964723587036,0.0,1.514
59,0.75,0.7713721394538879,0.0,1.664
60,0.7400000095367432,0.8566303253173828,12.0,1.636
61,0.7300000190734863,0.7880441546440125,4.0,1.602
62,0.75,0.5869309902191162,0.0,1.746
63,0.8199999928474426,0.5424594879150391,16.0,1.724
64,0.6399999856948853,0.9987269639968872,8.0,1.696
65,0.6800000071525574,0.857841968536377,8.0,1.682
66,0.7799999713897705,0.5940280556678772,8.0,1.648
67,0.75,0.6160271167755127,4.0,1.636
68,0.75,0.5440921187400818,16.0,1.602
69,0.7799999713897705,0.6607028841972351,8.0,1.572
70,0.7599999904632568,0.7006534337997437,8.0,1.552
71,0.7699999809265137,0.7204071879386902,4.0,1.538
72,0.75,0.6758235692977905,4.0,1.524
73,0.75,0.7129489183425903,4.0,1.5
74,0.7699999809265137,0.5919113755226135,4.0,1.478
75,0.6899999976158142,0.7912318706512451,8.0,1.452
76,0.75,0.6075254082679749,8.0,1.404
77,0.8199999928474426,0.4941995143890381,4.0,1.382
78,0.7699999809265137,0.6169229745864868,4.0,1.368
79,0.7699999809265137,0.5875850319862366,4.0,1.344
80,0.7099999785423279,0.7655309438705444,0.0,1.474
81,0.7699999809265137,0.6094585657119751,0.0,1.58
82,0.7099999785423279,0.7061195373535156,4.0,1.538
83,0.8199999928474426,0.4662100076675415,8.0,1.5
84,0.7699999809265137,0.5697441697120667,8.0,1.462
85,0.800000011920929,0.5657122135162354,16.0,1.444
86,0.7300000190734863,0.9050167202949524,8.0,1.43
87,0.7900000214576721,0.592729926109314,8.0,1.4
88,0.8199999928474426,0.5163017511367798,0.0,1.54
89,0.7200000286102295,0.8503569960594177,8.0,1.51
90,0.75,0.6998750567436218,0.0,1.632
91,0.7200000286102295,0.6908052563667297,12.0,1.598
92,0.75,0.7408847212791443,12.0,1.562
93,0.7300000190734863,0.7731466889381409,8.0,1.54
94,0.8100000023841858,0.6122968196868896,0.0,1.652
95,0.7799999713897705,0.6918100714683533,24.0,1.604
96,0.8299999833106995,0.5538891553878784,12.0,1.554
97,0.7900000214576721,0.5927652716636658,20.0,1.498
98,0.8199999928474426,0.5333439707756042,0.0,1.624
99,0.75,0.6697723269462585,4.0,1.608
100,0.8600000143051147,0.4019988179206848,8.0,1.552
101,0.6899999976158142,0.9871505498886108,8.0,1.522
102,0.7900000214576721,0.51131272315979,8.0,1.5
103,0.75,0.6175876259803772,16.0,1.47
104,0.7900000214576721,0.5184093117713928,8.0,1.43
105,0.6800000071525574,0.9485996961593628,8.0,1.404
106,0.8100000023841858,0.6140175461769104,0.0,1.536
107,0.8700000047683716,0.47022804617881775,8.0,1.51
108,0.8299999833106995,0.6534914374351501,4.0,1.484
109,0.7799999713897705,0.6527950167655945,8.0,1.462
110,0.7799999713897705,0.5997340679168701,8.0,1.434
111,0.7599999904632568,0.5965868830680847,8.0,1.39
112,0.8100000023841858,0.6076711416244507,4.0,1.376
113,0.8399999737739563,0.5513803362846375,8.0,1.342
114,0.7900000214576721,0.5688945651054382,4.0,1.324
115,0.800000011920929,0.5459036231040955,4.0,1.318
116,0.7799999713897705,0.6330768465995789,0.0,1.434
117,0.7300000190734863,0.8540058732032776,8.0,1.416
118,0.75,0.8005114793777466,8.0,1.394
119,0.7099999785423279,0.787233829498291,0.0,1.516
120,0.7900000214576721,0.5520666837692261,12.0,1.462
121,0.7799999713897705,0.6778631806373596,8.0,1.444
122,0.7599999904632568,0.7057546973228455,8.0,1.406
123,0.7300000190734863,0.7952951788902283,0.0,1.51
124,0.7099999785423279,0.7067921161651611,0.0,1.632
125,0.7799999713897705,0.6316723823547363,4.0,1.616
126,0.7900000214576721,0.6397555470466614,12.0,1.566
127,0.7699999809265137,0.6399860382080078,8.0,1.532
128,0.8100000023841858,0.48358920216560364,0.0,1.638
129,0.8100000023841858,0.5211787223815918,8.0,1.606
130,0.800000011920929,0.6950446963310242,16.0,1.568
131,0.7799999713897705,0.515358030796051,0.0,1.7
132,0.7799999713897705,0.5833356976509094,8.0,1.672
133,0.8299999833106995,0.5613691210746765,4.0,1.644
134,0.7300000190734863,0.6789254546165466,4.0,1.626
135,0.7799999713897705,0.6086279153823853,8.0,1.58
136,0.7799999713897705,0.7306540608406067,4.0,1.566
137,0.75,0.5925814509391785,4.0,1.554
138,0.7699999809265137,0.6194804906845093,4.0,1.522
139,0.8299999833106995,0.47249558568000793,0.0,1.644
140,0.8299999833106995,0.44008296728134155,8.0,1.604
141,0.8299999833106995,0.4479314088821411,12.0,1.576
142,0.8500000238418579,0.38561123609542847,4.0,1.538
143,0.8299999833106995,0.5690092444419861,0.0,1.672
144,0.8500000238418579,0.4927062690258026,8.0,1.648
145,0.8299999833106995,0.5372838973999023,0.0,1.78
146,0.9100000262260437,0.3469904661178589,4.0,1.75
147,0.8199999928474426,0.5764608383178711,16.0,1.722
148,0.800000011920929,0.6252254843711853,12.0,1.688
149,0.7400000095367432,0.6668044328689575,20.0,1.644
150,0.7900000214576721,0.6748303771018982,4.0,1.622
151,0.8100000023841858,0.5311155915260315,4.0,1.58
152,0.75,0.5878466963768005,0.0,1.698
153,0.7799999713897705,0.5456023216247559,16.0,1.662
154,0.800000011920929,0.5384169816970825,8.0,1.628
155,0.8199999928474426,0.5242162942886353,4.0,1.608
156,0.7200000286102295,0.6816688776016235,8.0,1.578
157,0.8399999737739563,0.468288779258728,0.0,1.712
158,0.8199999928474426,0.4656996428966522,8.0,1.658
