Round,Accuracy,Loss,Dropped Client Ratio
1,0.20000000298023224,2.2649364471435547,28.0
2,0.30000001192092896,2.1570816040039062,44.0
3,0.3100000023841858,2.13716197013855,24.0
4,0.5,1.706885814666748,32.0
5,0.4000000059604645,1.4565658569335938,24.0
6,0.46000000834465027,1.270628571510315,16.0
7,0.5600000023841858,1.2979731559753418,28.0
8,0.6600000262260437,1.0466080904006958,20.0
9,0.6800000071525574,0.9383768439292908,20.0
10,0.6299999952316284,1.0713540315628052,28.0
11,0.6899999976158142,0.9560843110084534,20.0
12,0.6499999761581421,0.9159792065620422,40.0
13,0.5899999737739563,1.147169589996338,28.0
14,0.6399999856948853,0.9038553833961487,12.0
15,0.6000000238418579,1.1840206384658813,28.0
16,0.5799999833106995,1.1134172677993774,16.0
17,0.6600000262260437,0.9052456021308899,12.0
18,0.800000011920929,0.6662300825119019,40.0
19,0.6600000262260437,0.8036067485809326,24.0
20,0.7599999904632568,0.6102195978164673,24.0
21,0.6800000071525574,0.8632643222808838,20.0
22,0.7699999809265137,0.7221442461013794,28.0
23,0.550000011920929,1.1438324451446533,20.0
24,0.7099999785423279,0.9120876789093018,36.0
25,0.699999988079071,0.7692657709121704,28.0
26,0.7599999904632568,0.6675107479095459,28.0
27,0.7099999785423279,0.7485073208808899,28.0
28,0.699999988079071,0.7368557453155518,24.0
29,0.75,0.680264949798584,28.0
30,0.6899999976158142,0.7633607983589172,32.0
31,0.6600000262260437,0.8419755697250366,24.0
32,0.699999988079071,0.8217380046844482,24.0
33,0.75,0.6249693632125854,32.0
34,0.6700000166893005,0.8882978558540344,16.0
35,0.7200000286102295,0.7172295451164246,16.0
36,0.7300000190734863,0.7619980573654175,28.0
37,0.6000000238418579,1.0057461261749268,16.0
38,0.7599999904632568,0.6165005564689636,44.0
39,0.699999988079071,0.7255313396453857,36.0
40,0.7200000286102295,0.7062012553215027,28.0
41,0.6700000166893005,0.9263784885406494,28.0
42,0.6800000071525574,0.8955280184745789,24.0
43,0.7200000286102295,0.7325790524482727,20.0
44,0.7799999713897705,0.5714178085327148,36.0
45,0.7200000286102295,0.7410151958465576,20.0
46,0.7900000214576721,0.6876458525657654,28.0
47,0.7200000286102295,0.6689181327819824,20.0
48,0.6899999976158142,0.6789411902427673,32.0
49,0.7900000214576721,0.5724009871482849,16.0
50,0.6600000262260437,0.7754867672920227,16.0
51,0.7599999904632568,0.6751930713653564,20.0
52,0.7599999904632568,0.6024600267410278,20.0
53,0.8100000023841858,0.5800266265869141,24.0
54,0.7599999904632568,0.6013843417167664,28.0
55,0.7400000095367432,0.6107968688011169,12.0
56,0.6700000166893005,0.8134242296218872,24.0
57,0.7599999904632568,0.6030004024505615,28.0
58,0.7900000214576721,0.6098458766937256,20.0
59,0.7400000095367432,0.6547820568084717,20.0
60,0.699999988079071,0.7479128837585449,16.0
61,0.75,0.5324420928955078,16.0
62,0.6700000166893005,0.8760133981704712,32.0
63,0.8500000238418579,0.5523633360862732,20.0
64,0.7900000214576721,0.6702916622161865,20.0
65,0.6700000166893005,1.0237782001495361,28.0
66,0.6899999976158142,0.7852966785430908,36.0
67,0.75,0.6661720275878906,24.0
68,0.7599999904632568,0.5515568852424622,24.0
69,0.7300000190734863,0.6461604237556458,24.0
70,0.8100000023841858,0.43506690859794617,20.0
71,0.7799999713897705,0.5052276849746704,24.0
72,0.6499999761581421,0.9677439332008362,16.0
73,0.7599999904632568,0.5665386915206909,32.0
74,0.7799999713897705,0.5610739588737488,24.0
75,0.7699999809265137,0.6598788499832153,28.0
76,0.7900000214576721,0.6192662119865417,24.0
77,0.7900000214576721,0.546789824962616,12.0
78,0.75,0.6237093210220337,24.0
79,0.7599999904632568,0.6472877264022827,32.0
80,0.75,0.6269722580909729,36.0
81,0.8500000238418579,0.35082390904426575,12.0
82,0.7900000214576721,0.5863580703735352,40.0
83,0.7900000214576721,0.6265119910240173,32.0
84,0.7900000214576721,0.5907535552978516,20.0
85,0.8299999833106995,0.515681803226471,20.0
86,0.7300000190734863,0.7551149129867554,44.0
87,0.7900000214576721,0.5620739459991455,28.0
88,0.699999988079071,0.7641028761863708,32.0
89,0.8299999833106995,0.5107899308204651,36.0
90,0.7799999713897705,0.5491485595703125,28.0
91,0.7599999904632568,0.5762866735458374,12.0
92,0.75,0.7344282269477844,40.0
93,0.7799999713897705,0.589280903339386,20.0
94,0.800000011920929,0.4588768482208252,24.0
95,0.8100000023841858,0.6002109050750732,20.0
96,0.8500000238418579,0.48166754841804504,16.0
97,0.8199999928474426,0.5626180171966553,28.0
98,0.7900000214576721,0.4787801504135132,32.0
99,0.7900000214576721,0.4921748638153076,16.0
100,0.8100000023841858,0.5288498401641846,28.0
101,0.7799999713897705,0.5698411464691162,40.0
102,0.6600000262260437,0.8660337924957275,20.0
103,0.75,0.7748622298240662,28.0
104,0.7699999809265137,0.5838719010353088,28.0
105,0.8199999928474426,0.5152655243873596,24.0
106,0.7799999713897705,0.6328762173652649,36.0
107,0.7799999713897705,0.6816149353981018,24.0
108,0.800000011920929,0.623345673084259,20.0
109,0.75,0.5865921974182129,20.0
110,0.75,0.6954804062843323,12.0
111,0.7300000190734863,0.7600520849227905,32.0
112,0.7400000095367432,0.6622437834739685,12.0
113,0.7599999904632568,0.7589520215988159,44.0
114,0.8199999928474426,0.5914117693901062,16.0
115,0.75,0.5739948749542236,28.0
116,0.8199999928474426,0.5734972953796387,32.0
117,0.7400000095367432,0.7431166172027588,20.0
118,0.8600000143051147,0.44744983315467834,16.0
119,0.8199999928474426,0.43132483959198,24.0
120,0.8299999833106995,0.4941704273223877,20.0
121,0.8500000238418579,0.4591192603111267,12.0
122,0.8600000143051147,0.43638455867767334,36.0
123,0.8600000143051147,0.413196861743927,24.0
124,0.7099999785423279,0.6488838791847229,24.0
125,0.8299999833106995,0.4183260202407837,8.0
126,0.8600000143051147,0.49682343006134033,28.0
127,0.7699999809265137,0.5150828957557678,20.0
128,0.8100000023841858,0.5068301558494568,28.0
129,0.8199999928474426,0.5441412925720215,32.0
130,0.8100000023841858,0.5065836906433105,24.0
131,0.7599999904632568,0.5737965106964111,28.0
132,0.7699999809265137,0.6372974514961243,32.0
133,0.8299999833106995,0.5546109676361084,24.0
134,0.8399999737739563,0.4859936833381653,16.0
135,0.7900000214576721,0.6050692200660706,28.0
136,0.800000011920929,0.6719598174095154,24.0
137,0.8100000023841858,0.563360869884491,44.0
138,0.7900000214576721,0.5117577910423279,16.0
139,0.8199999928474426,0.6184460520744324,24.0
140,0.8399999737739563,0.4805127680301666,12.0
141,0.8500000238418579,0.4330905079841614,32.0
142,0.800000011920929,0.6281631588935852,28.0
143,0.8199999928474426,0.4422232508659363,12.0
144,0.699999988079071,0.9216281771659851,36.0
145,0.7400000095367432,0.7172946929931641,12.0
