Round,Accuracy,Loss,Dropped Client Ratio
1,0.12999999523162842,2.258852005004883,32.0
2,0.18000000715255737,2.256641387939453,32.0
3,0.15000000596046448,2.254901170730591,24.0
4,0.10999999940395355,2.2722020149230957,28.0
5,0.20000000298023224,2.2564821243286133,32.0
6,0.14000000059604645,2.2494029998779297,20.0
7,0.27000001072883606,2.233029365539551,24.0
8,0.33000001311302185,2.1889612674713135,16.0
9,0.11999999731779099,2.2578437328338623,24.0
10,0.17000000178813934,2.2384583950042725,24.0
11,0.09000000357627869,2.2505457401275635,32.0
12,0.28999999165534973,2.181868553161621,16.0
13,0.15000000596046448,2.221698045730591,24.0
14,0.10999999940395355,2.2084949016571045,12.0
15,0.18000000715255737,2.2470672130584717,32.0
16,0.11999999731779099,2.214810609817505,12.0
17,0.10999999940395355,2.2381649017333984,20.0
18,0.11999999731779099,2.1751816272735596,16.0
19,0.25999999046325684,2.1695187091827393,28.0
20,0.20000000298023224,2.1010582447052,12.0
21,0.1899999976158142,2.147909164428711,32.0
22,0.2199999988079071,2.1802639961242676,24.0
23,0.17000000178813934,2.154247522354126,24.0
24,0.17000000178813934,2.1255290508270264,28.0
25,0.1899999976158142,2.165236234664917,28.0
26,0.30000001192092896,2.141530990600586,32.0
27,0.27000001072883606,2.078951120376587,24.0
28,0.27000001072883606,2.0955753326416016,24.0
29,0.28999999165534973,2.0636696815490723,28.0
30,0.25999999046325684,2.1334965229034424,40.0
31,0.3499999940395355,2.117245674133301,36.0
32,0.3199999928474426,2.048635959625244,32.0
33,0.2800000011920929,2.1439707279205322,20.0
34,0.38999998569488525,1.9893792867660522,12.0
35,0.27000001072883606,2.2726776599884033,16.0
36,0.2199999988079071,2.1293036937713623,32.0
37,0.44999998807907104,2.0134265422821045,24.0
38,0.28999999165534973,2.053058385848999,24.0
39,0.38999998569488525,1.9236419200897217,20.0
40,0.33000001311302185,2.040297508239746,36.0
41,0.3700000047683716,1.8922133445739746,12.0
42,0.36000001430511475,2.025240421295166,16.0
43,0.38999998569488525,2.054002285003662,52.0
44,0.20999999344348907,2.0124518871307373,24.0
45,0.3799999952316284,1.8745821714401245,16.0
46,0.27000001072883606,1.9722017049789429,40.0
47,0.30000001192092896,2.0630109310150146,32.0
48,0.23999999463558197,2.1063926219940186,36.0
49,0.28999999165534973,1.9719836711883545,36.0
50,0.3400000035762787,1.9362863302230835,36.0
51,0.3400000035762787,1.943515419960022,24.0
52,0.41999998688697815,1.94004225730896,32.0
53,0.28999999165534973,1.961432933807373,28.0
54,0.3400000035762787,1.8920178413391113,44.0
55,0.3400000035762787,1.920339822769165,20.0
56,0.3700000047683716,1.8865256309509277,20.0
57,0.3799999952316284,1.8366379737854004,28.0
58,0.28999999165534973,2.0064711570739746,24.0
59,0.23999999463558197,1.9120320081710815,12.0
60,0.41999998688697815,1.873121976852417,24.0
61,0.3499999940395355,1.9149683713912964,36.0
62,0.36000001430511475,1.861784815788269,40.0
63,0.3199999928474426,1.9392277002334595,24.0
64,0.4699999988079071,1.7688020467758179,16.0
65,0.3400000035762787,1.8849061727523804,36.0
66,0.3100000023841858,1.8326972723007202,16.0
67,0.3199999928474426,1.7953768968582153,32.0
68,0.4000000059604645,1.8486647605895996,20.0
69,0.4099999964237213,1.7183109521865845,32.0
70,0.49000000953674316,1.7136842012405396,24.0
71,0.4699999988079071,1.7472933530807495,16.0
72,0.5199999809265137,1.6865557432174683,28.0
73,0.3499999940395355,1.7198472023010254,36.0
74,0.30000001192092896,1.7349035739898682,40.0
75,0.44999998807907104,1.6837315559387207,20.0
76,0.4099999964237213,1.7164926528930664,40.0
77,0.5299999713897705,1.565685749053955,16.0
78,0.3499999940395355,1.7923507690429688,20.0
79,0.3499999940395355,1.7475188970565796,28.0
80,0.4099999964237213,1.6348005533218384,40.0
81,0.5099999904632568,1.7150487899780273,28.0
82,0.41999998688697815,1.6096185445785522,20.0
83,0.3199999928474426,1.6275453567504883,24.0
84,0.5199999809265137,1.509645938873291,20.0
85,0.3100000023841858,1.6863882541656494,28.0
86,0.5199999809265137,1.5443015098571777,20.0
87,0.46000000834465027,1.5884300470352173,20.0
88,0.30000001192092896,1.6595022678375244,16.0
89,0.4699999988079071,1.5423349142074585,20.0
90,0.4300000071525574,1.54396390914917,28.0
91,0.4300000071525574,1.568663477897644,40.0
92,0.4099999964237213,1.6886487007141113,24.0
93,0.5199999809265137,1.6546329259872437,44.0
94,0.2800000011920929,1.5825798511505127,28.0
95,0.4399999976158142,1.566429615020752,24.0
96,0.46000000834465027,1.6643919944763184,12.0
97,0.49000000953674316,1.4488695859909058,32.0
98,0.36000001430511475,1.644373893737793,20.0
99,0.47999998927116394,1.5170958042144775,24.0
100,0.3100000023841858,1.6456867456436157,32.0
101,0.4000000059604645,1.6779038906097412,36.0
102,0.4699999988079071,1.5231553316116333,16.0
103,0.4699999988079071,1.6172016859054565,32.0
104,0.28999999165534973,1.7255511283874512,32.0
105,0.44999998807907104,1.5694650411605835,36.0
106,0.5199999809265137,1.4597965478897095,20.0
107,0.6399999856948853,1.3641189336776733,32.0
108,0.4399999976158142,1.4197163581848145,24.0
109,0.4699999988079071,1.6247044801712036,12.0
110,0.44999998807907104,1.4001612663269043,16.0
111,0.3700000047683716,1.502724289894104,40.0
112,0.5,1.5528740882873535,36.0
113,0.47999998927116394,1.4736146926879883,20.0
114,0.4399999976158142,1.5056102275848389,32.0
115,0.5099999904632568,1.270244836807251,24.0
116,0.5799999833106995,1.4899696111679077,40.0
117,0.3799999952316284,1.5018385648727417,24.0
118,0.46000000834465027,1.4164538383483887,24.0
119,0.44999998807907104,1.4979230165481567,24.0
120,0.49000000953674316,1.265728235244751,20.0
121,0.47999998927116394,1.4191725254058838,40.0
122,0.5,1.3381863832473755,32.0
123,0.49000000953674316,1.463303565979004,32.0
124,0.49000000953674316,1.4182533025741577,28.0
125,0.4300000071525574,1.5077816247940063,28.0
126,0.49000000953674316,1.4205743074417114,20.0
127,0.5,1.3841633796691895,36.0
128,0.5,1.4353044033050537,20.0
129,0.5400000214576721,1.4219279289245605,24.0
130,0.5400000214576721,1.358068823814392,32.0
131,0.5099999904632568,1.3218916654586792,20.0
132,0.4699999988079071,1.2924902439117432,20.0
133,0.4699999988079071,1.429001808166504,24.0
134,0.44999998807907104,1.3103852272033691,24.0
135,0.3799999952316284,1.4439235925674438,24.0
136,0.38999998569488525,1.4822899103164673,32.0
137,0.5699999928474426,1.331120252609253,28.0
138,0.4099999964237213,1.2894253730773926,40.0
139,0.5,1.4022910594940186,36.0
140,0.6100000143051147,1.2993868589401245,20.0
141,0.36000001430511475,1.5113416910171509,20.0
142,0.49000000953674316,1.259229063987732,20.0
143,0.550000011920929,1.2553284168243408,36.0
144,0.5299999713897705,1.3422207832336426,28.0
145,0.5400000214576721,1.3344556093215942,20.0
146,0.38999998569488525,1.5472557544708252,24.0
147,0.47999998927116394,1.279399037361145,24.0
148,0.4399999976158142,1.425211787223816,28.0
149,0.5400000214576721,1.4715697765350342,32.0
150,0.5899999737739563,1.3126883506774902,20.0
151,0.5,1.3288865089416504,36.0
152,0.4099999964237213,1.4201445579528809,28.0
153,0.44999998807907104,1.3166778087615967,20.0
154,0.4399999976158142,1.353438138961792,12.0
155,0.4099999964237213,1.2790501117706299,28.0
156,0.46000000834465027,1.2871052026748657,24.0
157,0.5600000023841858,1.3504327535629272,28.0
