Round,Accuracy,Loss,Uncomplete Ratio,Epoch Mean
1,0.20999999344348907,7.850449085235596,52.0,5.0
2,0.33000001311302185,3.3017022609710693,36.0,5.0
3,0.3400000035762787,2.4661550521850586,44.0,4.8
4,0.3100000023841858,2.127018928527832,56.0,4.608
5,0.41999998688697815,2.0037670135498047,44.0,4.408
6,0.44999998807907104,1.9882944822311401,32.0,4.248
7,0.5400000214576721,1.7399026155471802,24.0,4.104
8,0.5299999713897705,1.4998481273651123,16.0,3.96
9,0.6100000143051147,1.2591832876205444,32.0,3.8
10,0.6899999976158142,1.0237334966659546,40.0,3.68
11,0.699999988079071,0.8141109943389893,24.0,3.576
12,0.699999988079071,0.9782293438911438,24.0,3.44
13,0.6800000071525574,0.7515422105789185,16.0,3.312
14,0.800000011920929,0.6473610401153564,16.0,3.232
15,0.7799999713897705,0.7847997546195984,28.0,3.16
16,0.8500000238418579,0.4485798180103302,36.0,3.064
17,0.7599999904632568,0.6749615669250488,24.0,2.936
18,0.7900000214576721,0.6993486881256104,20.0,2.84
19,0.8299999833106995,0.5308439135551453,20.0,2.768
20,0.8100000023841858,0.7226259112358093,4.0,2.688
21,0.7900000214576721,0.5888482928276062,16.0,2.624
22,0.800000011920929,0.5331699252128601,16.0,2.52
23,0.7699999809265137,0.6586031317710876,0.0,2.614
24,0.800000011920929,0.7120025157928467,8.0,2.558
25,0.7400000095367432,0.6920356154441833,20.0,2.474
26,0.8600000143051147,0.41548484563827515,8.0,2.426
27,0.8199999928474426,0.4041544795036316,16.0,2.346
28,0.8799999952316284,0.47806060314178467,16.0,2.284
29,0.8500000238418579,0.4911346733570099,4.0,2.228
30,0.8399999737739563,0.423508882522583,8.0,2.146
31,0.8299999833106995,0.45605042576789856,16.0,2.074
32,0.8899999856948853,0.3469894826412201,8.0,2.056
33,0.8600000143051147,0.4309142231941223,12.0,2.008
34,0.8399999737739563,0.5961088538169861,12.0,1.92
35,0.8600000143051147,0.4480268359184265,4.0,1.866
36,0.8999999761581421,0.35118481516838074,20.0,1.81
37,0.9200000166893005,0.2811667323112488,8.0,1.772
38,0.9100000262260437,0.29794567823410034,16.0,1.702
39,0.8500000238418579,0.39817818999290466,0.0,1.832
40,0.8999999761581421,0.3192611038684845,16.0,1.774
41,0.8700000047683716,0.3358363211154938,12.0,1.744
42,0.8600000143051147,0.44723057746887207,0.0,1.834
43,0.9300000071525574,0.19633401930332184,8.0,1.812
44,0.9200000166893005,0.28484103083610535,8.0,1.78
45,0.9200000166893005,0.2956438660621643,8.0,1.732
46,0.8799999952316284,0.5052717924118042,4.0,1.704
47,0.8899999856948853,0.3686661124229431,8.0,1.666
48,0.8799999952316284,0.23868753015995026,4.0,1.634
49,0.9200000166893005,0.27691373229026794,8.0,1.604
50,0.9200000166893005,0.27998408675193787,8.0,1.564
51,0.8999999761581421,0.27207592129707336,8.0,1.54
52,0.8999999761581421,0.24114534258842468,4.0,1.52
53,0.9200000166893005,0.17575997114181519,0.0,1.7
54,0.9300000071525574,0.2044259011745453,8.0,1.652
55,0.9399999976158142,0.23747043311595917,4.0,1.636
56,0.8799999952316284,0.2702113389968872,12.0,1.604
57,0.9200000166893005,0.3810073733329773,4.0,1.57
58,0.9200000166893005,0.21843044459819794,0.0,1.714
59,0.8999999761581421,0.28269293904304504,4.0,1.672
60,0.8999999761581421,0.38462695479393005,8.0,1.624
61,0.8899999856948853,0.2927606701850891,4.0,1.592
62,0.8700000047683716,0.295003205537796,0.0,1.744
63,0.9100000262260437,0.20804256200790405,4.0,1.712
64,0.9200000166893005,0.225962296128273,12.0,1.676
