Round,Accuracy,Loss,Dropped Client Ratio
1,0.28999999165534973,2.2655630111694336,68.0
2,0.15000000596046448,2.278571128845215,64.0
3,0.20999999344348907,2.278632879257202,68.0
4,0.10999999940395355,2.281052350997925,60.0
5,0.20000000298023224,2.269505500793457,52.0
6,0.10000000149011612,2.277010917663574,56.0
7,0.23999999463558197,2.2662858963012695,56.0
8,0.12999999523162842,2.2694036960601807,76.0
9,0.1899999976158142,2.253382682800293,60.0
10,0.10000000149011612,2.265702486038208,60.0
11,0.4000000059604645,2.2682883739471436,56.0
12,0.17000000178813934,2.273738145828247,44.0
13,0.36000001430511475,2.245147705078125,60.0
14,0.18000000715255737,2.2607080936431885,44.0
15,0.2800000011920929,2.242441415786743,44.0
16,0.12999999523162842,2.260247230529785,72.0
17,0.1899999976158142,2.238523483276367,60.0
18,0.2199999988079071,2.2813446521759033,52.0
19,0.3700000047683716,2.2403838634490967,60.0
20,0.36000001430511475,2.2265102863311768,36.0
21,0.18000000715255737,2.2607522010803223,76.0
22,0.2800000011920929,2.24621844291687,60.0
23,0.15000000596046448,2.245028495788574,64.0
24,0.4099999964237213,2.2228498458862305,56.0
25,0.27000001072883606,2.237637996673584,56.0
26,0.3199999928474426,2.2328124046325684,64.0
27,0.25,2.2659106254577637,52.0
28,0.23999999463558197,2.1998188495635986,60.0
29,0.30000001192092896,2.2151012420654297,68.0
30,0.23000000417232513,2.22963285446167,56.0
31,0.38999998569488525,2.23132061958313,40.0
32,0.2199999988079071,2.218388080596924,60.0
33,0.41999998688697815,2.1439619064331055,40.0
34,0.20000000298023224,2.2105300426483154,60.0
35,0.3199999928474426,2.222735643386841,56.0
36,0.4000000059604645,2.1981825828552246,56.0
37,0.3400000035762787,2.195193290710449,60.0
38,0.4099999964237213,2.140575408935547,56.0
39,0.47999998927116394,2.175252914428711,76.0
40,0.47999998927116394,2.1572093963623047,44.0
41,0.3799999952316284,2.1647536754608154,44.0
42,0.3700000047683716,2.1925745010375977,72.0
43,0.28999999165534973,2.138436794281006,36.0
44,0.4099999964237213,2.1780283451080322,60.0
45,0.33000001311302185,2.186257839202881,52.0
46,0.3499999940395355,2.170548915863037,76.0
47,0.4099999964237213,2.0997934341430664,44.0
48,0.4399999976158142,2.122006416320801,64.0
49,0.46000000834465027,2.099224090576172,40.0
50,0.5400000214576721,2.130331516265869,48.0
51,0.3799999952316284,2.0806961059570312,60.0
52,0.3199999928474426,2.1803619861602783,68.0
53,0.25999999046325684,2.178251028060913,60.0
54,0.4099999964237213,2.1020429134368896,44.0
55,0.44999998807907104,2.1503090858459473,60.0
56,0.4699999988079071,2.1514732837677,68.0
57,0.33000001311302185,2.1016035079956055,72.0
58,0.46000000834465027,2.0883419513702393,36.0
59,0.5199999809265137,2.12216854095459,72.0
60,0.33000001311302185,2.107844591140747,56.0
61,0.4399999976158142,2.1180260181427,48.0
62,0.41999998688697815,2.1500866413116455,56.0
63,0.4699999988079071,2.0511226654052734,56.0
64,0.3400000035762787,2.1403539180755615,52.0
65,0.5400000214576721,2.0818817615509033,64.0
66,0.4099999964237213,2.122055768966675,48.0
67,0.47999998927116394,2.017098903656006,60.0
68,0.4000000059604645,2.0850038528442383,60.0
69,0.4300000071525574,1.9844111204147339,60.0
70,0.47999998927116394,1.986060619354248,44.0
71,0.49000000953674316,2.016986608505249,44.0
72,0.3499999940395355,2.1332945823669434,68.0
73,0.36000001430511475,1.9131598472595215,60.0
74,0.49000000953674316,2.0860793590545654,56.0
75,0.4099999964237213,2.0174834728240967,60.0
76,0.46000000834465027,1.996401309967041,60.0
77,0.46000000834465027,2.0565385818481445,72.0
78,0.30000001192092896,1.9733643531799316,60.0
79,0.3799999952316284,1.9636497497558594,56.0
80,0.33000001311302185,2.0673253536224365,68.0
81,0.4300000071525574,1.9832545518875122,60.0
82,0.28999999165534973,2.0489673614501953,48.0
83,0.46000000834465027,2.0093564987182617,72.0
84,0.5400000214576721,1.9358428716659546,56.0
85,0.4699999988079071,1.972618579864502,64.0
86,0.46000000834465027,1.9246535301208496,52.0
87,0.4699999988079071,1.9945489168167114,68.0
88,0.5199999809265137,1.9470083713531494,80.0
89,0.6100000143051147,1.9051824808120728,44.0
90,0.6100000143051147,1.9174374341964722,68.0
91,0.5600000023841858,1.9158334732055664,68.0
92,0.4399999976158142,1.9086233377456665,52.0
93,0.44999998807907104,1.9270435571670532,48.0
94,0.38999998569488525,1.9324593544006348,64.0
95,0.4699999988079071,1.846850872039795,48.0
96,0.550000011920929,1.9259434938430786,64.0
97,0.5199999809265137,1.928695797920227,64.0
98,0.47999998927116394,1.8847627639770508,64.0
99,0.5,1.9049100875854492,60.0
100,0.3700000047683716,1.9547042846679688,64.0
101,0.4699999988079071,1.9092397689819336,48.0
102,0.44999998807907104,1.8628343343734741,52.0
103,0.49000000953674316,1.856634497642517,64.0
104,0.5099999904632568,1.9085307121276855,76.0
105,0.47999998927116394,1.8588558435440063,56.0
106,0.4300000071525574,1.8902487754821777,76.0
107,0.3700000047683716,1.9046560525894165,52.0
108,0.6299999952316284,1.8129740953445435,52.0
109,0.7200000286102295,1.7951674461364746,56.0
110,0.5199999809265137,1.8025221824645996,52.0
111,0.4399999976158142,1.7707754373550415,60.0
112,0.5199999809265137,1.7614805698394775,56.0
113,0.5899999737739563,1.6901884078979492,52.0
114,0.5899999737739563,1.7499412298202515,56.0
115,0.6000000238418579,1.8669978380203247,84.0
116,0.5899999737739563,1.7765591144561768,48.0
117,0.6299999952316284,1.6853355169296265,48.0
118,0.6200000047683716,1.7502951622009277,56.0
119,0.5600000023841858,1.7015867233276367,52.0
120,0.5899999737739563,1.6842713356018066,48.0
121,0.5400000214576721,1.736181378364563,52.0
122,0.46000000834465027,1.8569130897521973,32.0
123,0.4300000071525574,1.7575279474258423,52.0
124,0.6600000262260437,1.730504035949707,48.0
125,0.7099999785423279,1.7113734483718872,56.0
126,0.5600000023841858,1.7381640672683716,56.0
127,0.5699999928474426,1.7354812622070312,36.0
128,0.46000000834465027,1.7468730211257935,64.0
129,0.6000000238418579,1.5914523601531982,60.0
130,0.6899999976158142,1.6377325057983398,68.0
131,0.5699999928474426,1.6618928909301758,64.0
132,0.4099999964237213,1.7193090915679932,48.0
133,0.699999988079071,1.568597674369812,64.0
134,0.6000000238418579,1.7210283279418945,52.0
135,0.6399999856948853,1.5834131240844727,64.0
136,0.5099999904632568,1.686263918876648,52.0
137,0.5400000214576721,1.5478103160858154,52.0
138,0.5099999904632568,1.5491056442260742,44.0
139,0.5799999833106995,1.5774507522583008,56.0
140,0.6200000047683716,1.6049669981002808,64.0
141,0.49000000953674316,1.710761547088623,48.0
142,0.6100000143051147,1.5824214220046997,60.0
143,0.7099999785423279,1.6028918027877808,44.0
144,0.6600000262260437,1.455079197883606,52.0
145,0.6600000262260437,1.5019004344940186,52.0
146,0.5699999928474426,1.5913335084915161,52.0
147,0.6700000166893005,1.393163800239563,56.0
148,0.5099999904632568,1.6092971563339233,52.0
149,0.5899999737739563,1.5824213027954102,68.0
150,0.5400000214576721,1.4549016952514648,44.0
151,0.6000000238418579,1.4878349304199219,60.0
