Round,Accuracy,Loss,Uncomplete Ratio,Epoch Mean
1,0.20000000298023224,11.188136100769043,8.0,5.0
2,0.2199999988079071,7.607998847961426,36.0,5.0
3,0.46000000834465027,4.123637676239014,24.0,4.8
4,0.38999998569488525,2.985215663909912,24.0,4.624
5,0.4000000059604645,2.816861629486084,16.0,4.488
6,0.5099999904632568,1.9628729820251465,0.0,4.47
7,0.6700000166893005,1.2821098566055298,24.0,4.302
8,0.6800000071525574,1.1467528343200684,28.0,4.182
9,0.6499999761581421,1.0225071907043457,4.0,4.07
10,0.7200000286102295,0.7338546514511108,28.0,3.902
11,0.75,0.7294072508811951,28.0,3.75
12,0.800000011920929,0.6847005486488342,24.0,3.622
13,0.7599999904632568,0.6948282718658447,24.0,3.51
14,0.8700000047683716,0.5785850882530212,16.0,3.446
15,0.7799999713897705,0.6545947194099426,8.0,3.386
16,0.8500000238418579,0.5535528659820557,12.0,3.29
17,0.7699999809265137,0.9140143394470215,12.0,3.214
18,0.800000011920929,0.6264448761940002,12.0,3.094
19,0.8100000023841858,0.5287635326385498,8.0,3.016
20,0.8100000023841858,0.6496478915214539,20.0,2.936
21,0.8700000047683716,0.4374614655971527,8.0,2.856
22,0.8399999737739563,0.4607338309288025,8.0,2.752
23,0.8299999833106995,0.48927977681159973,0.0,2.802
24,0.8399999737739563,0.42576107382774353,12.0,2.698
25,0.800000011920929,0.7011671662330627,12.0,2.61
26,0.8600000143051147,0.5547463297843933,12.0,2.53
27,0.7900000214576721,0.6147607564926147,8.0,2.46
28,0.8500000238418579,0.4491315186023712,4.0,2.4
29,0.8899999856948853,0.3422568142414093,12.0,2.328
30,0.9300000071525574,0.24510636925697327,12.0,2.264
31,0.8999999761581421,0.34616386890411377,4.0,2.208
32,0.8500000238418579,0.4602413475513458,8.0,2.16
33,0.8899999856948853,0.5781009197235107,8.0,2.072
34,0.9100000262260437,0.26253801584243774,8.0,2.026
35,0.8399999737739563,0.5229188799858093,0.0,2.118
36,0.8700000047683716,0.46852123737335205,0.0,2.2
37,0.8999999761581421,0.38542819023132324,4.0,2.11
38,0.8999999761581421,0.31051766872406006,8.0,2.068
39,0.9399999976158142,0.20036862790584564,0.0,2.176
