Round,Accuracy,Loss,Uncomplete Ratio,Epoch Mean
1,0.10000000149011612,2.2885310649871826,36.0,5.0
2,0.07000000029802322,2.325813055038452,12.0,5.0
3,0.10999999940395355,2.368403911590576,32.0,5.0
4,0.05000000074505806,2.4381749629974365,40.0,5.0
5,0.10999999940395355,2.2656936645507812,24.0,5.0
6,0.18000000715255737,2.3811259269714355,16.0,5.0
7,0.11999999731779099,2.2591817378997803,24.0,5.0
8,0.1599999964237213,2.3824427127838135,28.0,5.0
9,0.11999999731779099,2.4150443077087402,32.0,5.0
10,0.05999999865889549,2.324129343032837,28.0,5.0
11,0.14000000059604645,2.2636899948120117,20.0,5.0
12,0.09000000357627869,2.3858423233032227,44.0,5.0
13,0.07000000029802322,2.556457281112671,32.0,5.0
14,0.09000000357627869,2.339608669281006,24.0,5.0
15,0.14000000059604645,2.194920778274536,20.0,5.0
16,0.12999999523162842,2.304428815841675,20.0,5.0
17,0.30000001192092896,2.0881123542785645,20.0,5.0
18,0.18000000715255737,2.137763738632202,28.0,5.0
19,0.25999999046325684,2.0566823482513428,36.0,5.0
20,0.1599999964237213,2.289172410964966,28.0,5.0
21,0.15000000596046448,2.187476873397827,24.0,5.0
22,0.25999999046325684,1.9105623960494995,24.0,5.0
23,0.2800000011920929,2.0192251205444336,36.0,5.0
24,0.1899999976158142,2.195089340209961,16.0,5.0
25,0.23000000417232513,2.0515918731689453,24.0,5.0
26,0.25999999046325684,1.983546495437622,24.0,5.0
27,0.3100000023841858,1.9375876188278198,44.0,5.0
28,0.3199999928474426,2.0040929317474365,24.0,5.0
29,0.3400000035762787,1.9339816570281982,20.0,5.0
30,0.28999999165534973,1.9842495918273926,28.0,5.0
31,0.17000000178813934,2.092240810394287,8.0,5.0
32,0.25999999046325684,2.0357351303100586,28.0,4.8
33,0.23999999463558197,2.0910444259643555,12.0,4.616
34,0.3100000023841858,1.9594264030456543,20.0,4.424
35,0.20999999344348907,1.9243693351745605,20.0,4.24
36,0.28999999165534973,1.9807754755020142,24.0,4.072
37,0.23000000417232513,2.064634323120117,24.0,3.928
38,0.3700000047683716,1.832879900932312,12.0,3.76
39,0.27000001072883606,1.8338760137557983,24.0,3.632
40,0.25999999046325684,1.9977113008499146,12.0,3.504
41,0.2800000011920929,1.7452797889709473,20.0,3.376
42,0.25999999046325684,1.9883159399032593,12.0,3.24
43,0.3100000023841858,1.8425955772399902,16.0,3.152
44,0.30000001192092896,1.9071853160858154,4.0,3.04
45,0.27000001072883606,1.8038514852523804,0.0,3.124
46,0.3400000035762787,1.798170566558838,8.0,3.03
47,0.2800000011920929,1.8795148134231567,8.0,2.934
48,0.25999999046325684,1.9054226875305176,4.0,2.848
49,0.30000001192092896,1.8074742555618286,12.0,2.752
50,0.38999998569488525,1.6622157096862793,20.0,2.674
51,0.38999998569488525,1.7680894136428833,0.0,2.756
52,0.2199999988079071,1.8861087560653687,8.0,2.674
53,0.2199999988079071,1.9460170269012451,8.0,2.588
54,0.33000001311302185,1.8485136032104492,12.0,2.5
55,0.28999999165534973,1.7044421434402466,12.0,2.42
56,0.4099999964237213,1.7256481647491455,20.0,2.358
57,0.4399999976158142,1.7006292343139648,12.0,2.304
58,0.4099999964237213,1.7668695449829102,8.0,2.234
59,0.3700000047683716,1.749423861503601,12.0,2.182
60,0.33000001311302185,1.8462164402008057,4.0,2.128
61,0.3199999928474426,1.7729697227478027,8.0,2.066
62,0.3100000023841858,1.7943329811096191,16.0,2.002
63,0.4000000059604645,1.641907811164856,0.0,2.124
64,0.30000001192092896,1.8499456644058228,16.0,2.04
65,0.41999998688697815,1.6926425695419312,8.0,1.988
66,0.38999998569488525,1.6830404996871948,16.0,1.936
67,0.25999999046325684,1.834821343421936,0.0,2.074
68,0.33000001311302185,1.752199649810791,0.0,2.2
69,0.3400000035762787,1.7423405647277832,4.0,2.158
70,0.33000001311302185,1.733106255531311,8.0,2.086
71,0.3499999940395355,1.729724407196045,0.0,2.214
72,0.25999999046325684,1.941525936126709,4.0,2.172
73,0.3400000035762787,1.7133501768112183,8.0,2.102
74,0.33000001311302185,1.818476676940918,0.0,2.214
75,0.3400000035762787,1.767492651939392,8.0,2.14
76,0.41999998688697815,1.6673226356506348,20.0,2.06
77,0.23000000417232513,1.8925787210464478,4.0,2.006
78,0.3700000047683716,1.6596211194992065,0.0,2.146
79,0.28999999165534973,1.8143000602722168,8.0,2.094
80,0.33000001311302185,1.8345365524291992,8.0,2.062
81,0.25999999046325684,1.9404938220977783,4.0,1.98
82,0.38999998569488525,1.6869096755981445,0.0,2.1
83,0.3799999952316284,1.6455975770950317,0.0,2.23
84,0.25,1.9310625791549683,8.0,2.162
